id,Dex Number,Region,Name,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Weight (lb.),Height (m)
1200,816,Galar,Sobble,water,,Torrent,,,50,40,40,70,40,70,310,8.8,0.3
1201,817,Galar,Drizzile,water,,Torrent,,,65,60,55,95,55,90,420,25.4,0.7
1202,818,Galar,Inteleon,water,,Torrent,,,70,85,65,125,65,120,530,99.6,1.9
1203,819,Galar,Skwovet,normal,,Cheek Pouch,,Gluttony,70,55,55,35,35,25,275,5.5,0.3
1204,820,Galar,Greedent,normal,,Cheek Pouch,,Gluttony,120,95,95,55,75,20,460,13.2,0.6
1205,821,Galar,Rookidee,flying,,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,245,4,0.2
1206,822,Galar,Corvisquire,flying,,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,365,35.3,0.8
1207,823,Galar,Corviknight,flying,steel,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495,165.3,2.2
1208,824,Galar,Blipbug,bug,,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,180,17.6,0.4
1209,825,Galar,Dottler,bug,psychic,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,335,43,0.4
1210,826,Galar,Orbeetle,bug,psychic,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,89.9,0.4
1211,827,Galar,Nickit,dark,,Run Away,Unburden,Stakeout,40,28,28,47,52,50,245,19.6,0.6
1212,828,Galar,Thievul,dark,,Run Away,Undurden,Stakeout,70,58,58,87,92,90,455,43.9,1.2
1213,829,Galar,Gossifleur,grass,,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,250,4.9,0.4
1214,830,Galar,Eldegoss,grass,,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,460,5.5,0.5
1215,831,Galar,Wooloo,normal,,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,270,13.2,0.6
1216,832,Galar,Dubwool,normal,,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490,94.8,1.3
1217,833,Galar,Chewtle,water,,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,284,18.7,0.3
1218,834,Galar,Drednaw,water,rock,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485,254.6,1
1219,835,Galar,Yamper,electric,,Ball Fetch,,Rattled,59,45,50,40,50,26,270,29.8,0.3
1220,836,Galar,Boltund,electric,,Strong Jaw,,Competetive,69,90,60,90,60,121,490,75,1
1221,837,Galar,Rolycoly,rock,,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,240,26.5,0.3
1222,838,Galar,Carkol,rock,fire,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,410,172,1.1
1223,839,Galar,Coalossal,rock,fire,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510,684.5,2.8
1224,840,Galar,Applin,grass,dragon,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260,1.1,0.2
1225,841,Galar,Flapple,grass,dragon,Ripen ,Gluttony,Hustle,70,110,80,95,60,70,485,2.2,0.3
1226,842,Galar,Appletun,grass,dragon,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485,28.7,0.4
1227,843,Galar,Silicobra,ground,,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,315,16.8,2.2
1228,844,Galar,Sandaconda,ground,,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510,144.4,3.8
1229,845,Galar,Cramorant,water,flying,Gulp Missile,,,70,85,55,85,95,85,475,39.7,0.8
1230,845,Galar,Cramorant-Gulping,water,flying,Gulp Missile,,,70,85,55,85,95,85,475,39.7,0.8
1231,845,Galar,Cramorant-Gorging,water,flying,Gulp Missile,,,70,85,55,85,95,85,475,39.7,0.8
1232,846,Galar,Arrokuda,water,,Swift Swim,,Propeller Tail,41,63,40,40,30,66,280,2.2,0.5
1233,847,Galar,Barraskewda,water,,Swift Swim,,Propeller Tail,61,123,60,60,50,136,490,66.1,1.3
1234,848,Galar,Toxel,electric,poison,Rattled,Static,Klutz,40,38,35,54,35,40,242,24.3,0.4
1235,849,Galar,Low Key Toxtricity,electric,poison,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,88.2,1.6
1236,849,Galar,Amped Toxtricity,electric,poison,Punk Rock,Minus,Technician,75,98,70,114,70,75,502,88.2,1.6
1237,850,Galar,Sizzlipede,bug,fire,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305,2.2,0.7
1238,851,Galar,Centiscorch,bug,fire,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,264.6,3
1239,852,Galar,Clobbopus,fighting,,Limber,,Technician,50,68,60,50,50,32,310,8.8,0.6
1240,853,Galar,Grapploct,fighting,,Limber,,Technician,80,118,90,70,80,42,480,86,1.6
1241,854,Galar,Sinistea-Phony,ghost,,Weak Armor,,Cursed Body,40,45,45,74,54,50,308,0.4,0.1
1242,854,Galar,Sinistea-Antique,ghost,,Weak Armor,,Cursed Body,40,45,45,74,54,50,308,0.4,0.1
1243,855,Galar,Polteageist-Phony,ghost,,Weak Armor,,Cursed Body,60,65,65,134,114,70,508,0.9,0.2
1244,855,Galar,Polteageist-Antique,ghost,,Weak Armor,,Cursed Body,60,65,65,134,114,70,508,0.9,0.2
1245,856,Galar,Hatenna,psychic,,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,265,7.5,0.4
1246,857,Galar,Hattrem,psychic,,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,370,10.6,0.6
1247,858,Galar,Hatterene,psychic,fairy,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,11.2,2.1
1248,859,Galar,Impidimp,dark,fairy,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,12.1,0.4
1249,860,Galar,Morgrem,dark,fairy,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,27.6,0.8
1250,861,Galar,Grimmsnarl,dark,fairy,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,134.5,1.5
1251,862,Galar,Obstagoon,normal,dark,Reckless,Guts,Defiant,93,90,101,60,81,95,520,101.4,1.6
1252,863,Galar,Perrserker,steel,,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440,61.7,0.8
1253,864,Galar,Cursola,ghost,,Weak Armor,,Perish Body,60,95,50,145,130,30,510,0.9,1
1254,865,Galar,Sirfetch'd,fighting,,Steadfast,,Scrappy,62,135,95,68,82,65,507,257.9,0.8
1255,866,Galar,Mr. Rime,ice,psychic,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520,128.3,1.5
1256,867,Galar,Runerigus,ghost,ground,Wandering Spirit,,,58,95,145,50,105,30,483,146.8,1.6
1257,868,Galar,Milcery,fairy,,Sweet Veil,,Aroma Veil,45,40,40,50,61,34,270,0.7,0.2
1258,869,Galar,Alcremie-Strawberry Vanilla,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1259,869,Galar,Alcremie-Berry Vanilla,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1260,869,Galar,Alcremie-Love Vanilla,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1261,869,Galar,Alcremie-Star Vanilla,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1262,869,Galar,Alcremie-Clover Vanilla,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1263,869,Galar,Alcremie-Flower Vanilla,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1264,869,Galar,Alcremie-Ribbon Vanilla,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1265,869,Galar,Alcremie-Strawberry Ruby,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1266,869,Galar,Alcremie-Berry Ruby Cream,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1267,869,Galar,Alcremie-Love Ruby Cream,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1268,869,Galar,Alcremie-Star Ruby Cream,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1269,869,Galar,Alcremie-Clover Ruby Cream,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1270,869,Galar,Alcremie-Flower Ruby Cream,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1271,869,Galar,Alcremie-Ribbon Ruby Cream,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1272,869,Galar,Alcremie-Strawberry Matcha,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1273,869,Galar,Alcremie-Berry Matcha,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1274,869,Galar,Alcremie-Love Matcha,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1275,869,Galar,Alcremie-Star Matcha,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1276,869,Galar,Alcremie-Clover Matcha,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1277,869,Galar,Alcremie-Flower Matcha,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1278,869,Galar,Alcremie-Ribbon Matcha,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1279,869,Galar,Alcremie-Strawberry Mint,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1280,869,Galar,Alcremie-Berry Mint,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1281,869,Galar,Alcremie-Love Mint,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1282,869,Galar,Alcremie-Star Mint,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1283,869,Galar,Alcremie-Clover Mint,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1284,869,Galar,Alcremie-Flower Mint,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1285,869,Galar,Alcremie-Ribbon Mint,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1286,869,Galar,Alcremie-Strawberry Lemon,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1287,869,Galar,Alcremie-Berry Lemon,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1288,869,Galar,Alcremie-Love Lemon,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1289,869,Galar,Alcremie-Star Lemon,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1290,869,Galar,Alcremie-Clover Lemon,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1291,869,Galar,Alcremie-Flower Lemon,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1292,869,Galar,Alcremie-Ribbon Lemon,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1293,869,Galar,Alcremie-Strawberry Salted,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1294,869,Galar,Alcremie-Berry Salted,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1295,869,Galar,Alcremie-Love Salted,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1296,869,Galar,Alcremie-Star Salted,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1297,869,Galar,Alcremie-Clover Salted,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1298,869,Galar,Alcremie-Flower Salted,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1299,869,Galar,Alcremie-Ribbon Salted,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1300,869,Galar,Alcremie-Strawberry Ruby Swirl,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1301,869,Galar,Alcremie-Berry Ruby Swirl,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1302,869,Galar,Alcremie-Love Ruby Swirl,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1303,869,Galar,Alcremie-Star Ruby Swirl,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1304,869,Galar,Alcremie-Clover Ruby Swirl,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1305,869,Galar,Alcremie-Flower Ruby Swirl,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1306,869,Galar,Alcremie-Ribbon Ruby Swirl,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1307,869,Galar,Alcremie-Strawberry Caramel,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1308,869,Galar,Alcremie-Berry Caramel,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1309,869,Galar,Alcremie-Love Caramel,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1310,869,Galar,Alcremie-Star Caramel,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1311,869,Galar,Alcremie-Clover Caramel,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1312,869,Galar,Alcremie-Flower Caramel,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1313,869,Galar,Alcremie-Ribbon Caramel,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1314,869,Galar,Alcremie-Strawberry Rainbow,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1315,869,Galar,Alcremie-Berry Rainbow,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1316,869,Galar,Alcremie-Love Rainbow,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1317,869,Galar,Alcremie-Star Rainbow,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1318,869,Galar,Alcremie-Clover Rainbow,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1319,869,Galar,Alcremie-Flower Rainbow,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1320,869,Galar,Alcremie-Ribbon Rainbow,fairy,,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,495,1.1,0.3
1321,870,Galar,Falinks,fighting,,Battle Armor,,Defiant,65,100,100,70,60,75,470,136.7,3
1322,871,Galar,Pincurchin,electric,,Lightning Rod,,Electric Surge,48,101,95,91,85,15,435,2.2,0.3
1323,872,Galar,Snom,bug,ice,Shield Dust,,Ice Scales,30,25,35,45,30,20,185,8.4,0.3
1324,873,Galar,Frosmoth,bug,ice,Sheild Dust,,Ice Scales,70,65,60,125,90,65,475,92.6,1.3
1325,874,Galar,Stonjourner,rock,,Power Spot,,,100,125,135,20,20,70,470,1146.4,2.5
1326,875,Galar,Eiscue,ice,,Ice Face,,,75,80,110,65,90,50,470,196.2,1.4
1327,875,Galar,Eiscue-Noice Face,ice,,Ice Face,,,75,80,70,65,50,130,470,196.2,1.4
1328,876,Galar,Indeedee-M,normal,psychic,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,475,61.7,0.9
1329,876,Galar,Indeedee-F,normal,psychic,Own Tempo,Synchronize,Psychic Surge,70,55,65,95,105,85,475,61.7,0.9
1330,877,Galar,Morpeko-Full Belly,electric,dark,Hunger Switch,,,58,95,58,70,58,97,436,6.6,0.3
1331,877,Galar,Morpeko-Hangry,electric,dark,Hunger Switch,,,58,95,58,70,58,97,436,6.6,0.3
1332,878,Galar,Cufant,steel,,Sheer Force,,Heavy Metal,72,80,49,40,49,40,330,220.5,1.2
1333,879,Galar,Copperajah,steel,,Sheer Force,,Heavy Metal,122,130,69,80,69,30,500,1433,3
1334,880,Galar,Dracozolt,electric,dragon,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,505,418.9,1.8
1335,881,Galar,Arctozolt,electric,ice,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,505,330.7,2.3
1336,882,Galar,Dracovish,water,dragon,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,505,474,2.3
1337,883,Galar,Arctovish,water,ice,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,505,385.8,2
1338,884,Galar,Duraludon,steel,dragon,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535,88.2,1.8
1339,885,Galar,Dreepy,ghost,dragon,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,270,4.4,0.5
1340,886,Galar,Drakloak,ghost,dragon,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,410,24.3,1.4
1341,887,Galar,Dragapult,ghost,dragon,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,600,110.2,3
1342,888,Galar,Zacian,fairy,,Intrepid Sword,,,92,130,115,80,115,138,670,242.5,2.8
1343,888,Galar,Crowned Sword Zacian,fairy,steel,Intrepid Sword,,,92,170,115,80,115,148,720,782.6,2.8
1344,889,Galar,Zamazenta,fighting,,Dauntless Shield,,,92,130,115,80,115,138,670,463,2.9
1345,889,Galar,Crowned Shield Zamazenta,fighting,steel,Dauntless Shield,,,92,130,145,80,145,128,720,1730.6,2.9
1346,890,Galar,Eternatus,poison,dragon,Pressure,,,140,85,95,145,95,130,690,2094.4,20
1347,890,Galar,Eternamax Eternatus,poison,dragon,Pressure,,,255,115,250,125,250,130,1125,2094.4,100
1348,891,Galar,Kubfu,fighting,,Inner Focus,,,60,90,60,53,50,72,385,26.5,0.6
1349,892,Galar,Single Strike Urshifu,fighting,dark,Unseen Fist,,,100,130,100,63,60,97,550,231.5,1.9
1350,892,Galar,Rapid Strike Urshifu,fighting,water,Unseen Fist,,,100,130,100,63,60,97,550,231.5,1.9
1351,893,Galar,Zarude,dark,grass,Leaf Guard,,,105,120,105,70,95,105,600,154.3,1.8
1352,893,Galar,Zarude-Dada,dark,grass,Leaf Guard,,,105,120,105,70,95,105,600,154.3,1.8
1353,894,Galar,Regieleki,electric,,Transistor,,,80,100,50,100,50,200,580,319.7,1.2
1354,895,Galar,Regidrago,dragon,,Dragon's Maw,,,200,100,50,100,50,80,580,440.9,2.1
1355,896,Galar,Glastrier,ice,,Chilling Neigh,,,100,145,130,65,110,30,580,1763.7,2.2
1356,897,Galar,Spectrier,ghost,,Grim Neigh,,,100,65,60,145,80,130,580,98.1,2
1357,898,Galar,Calyrex,psychic,grass,Unnerve,,,100,80,80,80,80,80,500,17,1.1
1358,898,Galar,Ice Rider Calyrex,psychic,ice,As One,,,100,165,150,85,130,50,680,1783.8,2.4
1359,898,Galar,Shadow Rider Calyrex,psychic,ghost,As One,,,100,85,80,165,100,150,680,118.2,2.4
1360,899,Hisui,Wyrdeer,normal,psychic,Intimidate,Frisk,Sap Sipper,103,105,72,105,75,65,525,208.7,1.8
1361,900,Hisui,Kleavor,bug,rock,Swarm,Sheer Force,Sharpness,70,130,95,45,75,85,500,196.2,1.8
1362,901,Hisui,Ursaluna,ground,normal,Guts,Bulletproof,Unnerve,130,140,105,45,80,50,550,639.3,2.4
1363,902,Hisui,Basculegion-M,water,ghost,Swift Swim,Adaptability,Mold Breaker,120,112,65,80,75,78,530,242.5,3
1364,902,Hisui,Basculegion-F,water,ghost,Swift Swim,Adaptability,Mold Breaker,120,92,65,100,75,78,530,242.5,3
1365,903,Hisui,Sneasler,fighting,poison,Pressure,Unburden,Poison Touch,80,130,60,40,80,120,510,94.8,1.3
1366,904,Hisui,Overqwil,dark,poison,Poison Point,Swift Swim,Intimidate,85,115,95,65,65,85,510,133.4,2.5
1367,905,Hisui,Enamorus-Incarnate,fairy,flying,Cute Charm,,Contrary,74,115,70,135,80,106,580,105.8,1.6
1368,905,Hisui,Enamorus-Therian,fairy,flying,Overcoat,,,74,115,110,135,100,46,580,105.8,1.6
1369,906,Paldea,Sprigatito,grass,,Overgrow,,Protean,40,61,54,45,45,65,310,9,0.4
1370,907,Paldea,Floragato,grass,,Overgrow,,Protean,61,80,63,60,63,83,410,26.9,0.9
1371,908,Paldea,Meowscarada,grass,dark,Overgrow,,Protean,76,110,70,81,70,123,530,68.8,1.5
1372,909,Paldea,Fuecoco,fire,,Blaze,,Unaware,67,45,59,63,40,36,310,21.6,0.4
1373,910,Paldea,Crocolor,fire,,Blaze,,Unaware,81,55,78,90,58,49,411,67.7,1
1374,911,Paldea,Skeledirge,fire,ghost,Blaze,,Unaware,104,75,100,110,75,66,530,719.8,1.6
1375,912,Paldea,Quaxly,water,,Torrent,,Moxie,55,65,45,50,45,50,310,13.4,0.5
1376,913,Paldea,Quaxwell,water,,Torrent,,Moxie,70,85,65,65,60,65,410,47.4,1.2
1377,914,Paldea,Quaquaval,water,fighting,Torrent,,Moxie,85,120,80,85,75,85,530,136.5,1.8
1378,915,Paldea,Lechonk,normal,,Aroma Veil,Gluttony,Thick Fat,54,45,40,35,45,35,254,22.5,0.5
1379,916,Paldea,Oinkologne-M,normal,,Lingering Aroma,Gluttony,Thick Fat,110,100,75,59,80,65,489,264.6,1
1380,916,Paldea,Oinkologne-F,normal,,Aroma Veil,Gluttony,Thick Fat,115,90,70,59,90,65,489,264.6,1
1381,917,Paldea,Tarountula,bug,,Insomnia,,Stakeout,35,41,45,29,40,20,210,8.8,0.3
1382,918,Paldea,Spidops,bug,,Insomnia,,Stakeout,60,79,92,52,86,35,404,36.4,1
1383,919,Paldea,Nymble,bug,,Swarm,,Tinted Lens,33,46,40,21,25,45,210,2.2,0.2
1384,920,Paldea,Lokix,bug,dark,Swarm,,Tinted Lens,71,102,78,52,55,92,450,38.6,1
1385,921,Paldea,Pawmi,electric,,Static,Natural Cure,Iron Fist,45,50,20,40,25,60,240,5.5,0.3
1386,922,Paldea,Pawmo,electric,fighting,Volt Absorb,Natural Cure,Iron Fist,60,75,40,50,40,85,350,14.3,0.4
1387,923,Paldea,Pawmot,electric,fighting,Volt Absorb,Natural Cure,Iron Fist,70,115,70,70,60,105,490,90.4,0.9
1388,924,Paldea,Tandemaus,normal,,Run Away,Pickup,Own Tempo,50,50,45,40,45,75,305,4,0.3
1389,925,Paldea,Maushold-Family of Four,normal,,Friend Guard,Cheek Pouch,Technician,74,75,70,65,75,111,470,6.2,0.3
1390,925,Paldea,Maushold-Family of Three,normal,,Friend Guard,Cheek Pouch,Technician,74,75,70,65,75,111,470,5.1,0.3
1391,926,Paldea,Fidough,fairy,,Own Tempo,,Klutz,37,55,70,30,55,65,312,24,0.3
1392,927,Paldea,Dachsbun,fairy,,Well-Baked Body,,Aroma Veil,57,80,115,50,80,95,477,32.8,0.5
1393,928,Paldea,Smoliv,grass,normal,Early Bird,,Harvest,41,35,45,58,51,30,260,14.3,0.3
1394,929,Paldea,Doliv,grass,normal,Early Bird,,Harvest,52,53,60,78,78,33,354,26.2,0.6
1395,930,Paldea,Arboliva,grass,normal,Seed Sower,,Harvest,78,69,90,125,109,39,510,106.3,1.4
1396,931,Paldea,Squawkabilly-Green Plumage,normal,flying,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,5.3,0.6
1397,931,Paldea,Squawkabilly-Blue Plumage,normal,flying,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,5.3,0.6
1398,931,Paldea,Squawkabilly-Yellow Plumage,normal,flying,Intimidate,Hustle,Sheer Force,82,96,51,45,51,92,417,5.3,0.6
1399,931,Paldea,Squawkabilly-White Plumage,normal,flying,Intimidate,Hustle,Sheer Force,82,96,51,45,51,92,417,5.3,0.6
1400,932,Paldea,Nacli,rock,,Purifying Salt,Sturdy,Clear Body,55,55,75,35,35,25,280,35.3,0.4
1401,933,Paldea,Naclstack,rock,,Purifying Salt,Sturdy,Clear Body,60,60,100,35,65,35,355,231.5,0.6
1402,934,Paldea,Garganacl,rock,,Purifying Salt,Sturdy,Clear Body,100,100,130,45,90,35,500,529.1,2.3
1403,935,Paldea,Charcadet,fire,,Flash Fire,,Flame Body,40,50,40,50,40,35,255,23.1,0.6
1404,936,Paldea,Armarouge,fire,psychic,Flash Fire,,Weak Armor,85,60,100,125,80,75,525,187.4,1.5
1405,937,Paldea,Ceruledge,fire,ghost,Flash Fire,,Weak Armor,75,125,80,60,100,85,525,136.7,1.6
1406,938,Paldea,Tadbulb,electric,,Own Tempo,Static,Damp,61,31,41,59,35,45,272,0.9,0.3
1407,939,Paldea,Bellibolt,electric,,Electromorphosis,Static,Damp,109,64,91,103,83,45,495,249.1,1.2
1408,940,Paldea,Wattrel,electric,flying,Wind Power,Volt Absorb,Competetive,40,40,35,55,40,70,280,7.9,0.4
1409,941,Paldea,Kilowattrel,electric,flying,Wind Power,Volt Absorb,Competetive,70,70,60,105,60,125,490,85.1,1.4
1410,942,Paldea,Maschiff,dark,,Intimidate,Run Away,Stakeout,60,78,60,40,51,51,340,35.3,0.5
1411,943,Paldea,Mabostiff,dark,,Intimidate,Guard Dog,Stakeout,80,120,90,60,70,85,505,134.5,1.1
1412,944,Paldea,Shroodle,poison,normal,Unburden,Pickpocket,Prankster,40,65,35,40,35,75,290,1.5,0.2
1413,945,Paldea,Grafaiai,poison,normal,Unburden,Poison Touch,Prankster,63,95,65,80,72,110,485,60,0.7
1414,946,Paldea,Bramblin,grass,ghost,Wind Rider,,Infiltrator,40,65,30,45,35,60,275,1.3,0.6
1415,947,Paldea,Brambleghast,grass,ghost,Wind Rider,,Infiltrator,55,115,70,80,70,90,480,13.2,1.2
1416,948,Paldea,Toedscool,ground,grass,Mycelium Might,,,40,40,35,50,100,70,335,72.8,0.9
1417,949,Paldea,Toedscruel,ground,grass,Mycelium Might,,,80,70,65,80,120,100,515,127.9,1.9
1418,950,Paldea,Klawf,rock,,Anger Shell,Shell Armor,Regenerator,70,100,115,35,55,75,450,174.2,1.3
1419,951,Paldea,Capsakid,grass,,Chlorophyll,Insomnia,Klutz,50,62,40,62,40,50,304,6.6,0.3
1420,952,Paldea,Scovillain,grass,fire,Chlorophyll,Insomnia,Moody,65,108,65,108,65,75,486,33.1,0.9
1421,953,Paldea,Rellor,bug,,Compund Eyes,,Shed Skin,41,50,60,31,58,30,270,2.2,0.2
1422,954,Paldea,Rabsca,bug,psychic,Compund Eyes,,Shed Skin,75,50,85,115,100,45,470,7.7,0.3
1423,955,Paldea,Flittle,psychic,,Anticipation,Frisk,Speed Boost,30,35,30,55,30,75,255,3.3,0.2
1424,956,Paldea,Espathra,psychic,,Opportunist,Frisk,Speed Boost,95,60,60,101,60,105,481,198.4,1.9
1425,957,Paldea,Tinkatink,fairy,steel,Mold Breaker,Own Tempo,Pickpocket,50,45,45,35,64,58,297,19.6,0.4
